,company,title,salary,location,submit date,start date,year,salary_normalized,level,category,relevance,cpi_pct
15611,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",04/20/2021,10/01/2021,2021,115994.0,Junior,Mechanical,Relevant,1.104706635773598
15612,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",04/22/2021,10/01/2021,2021,115994.0,Junior,Mechanical,Relevant,1.104706635773598
15613,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",03/07/2017,09/02/2017,2017,130780.0,Junior,Mechanical,Relevant,1.2455217341922085
15614,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"AUSTIN, TX",04/27/2023,05/08/2023,2023,105000.0,Junior,Mechanical,Relevant,1.0
15615,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",04/12/2022,10/01/2022,2022,110165.0,Junior,Mechanical,Relevant,1.0491910269771574
15616,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"FREMONT, CA",05/11/2021,05/24/2021,2021,115994.0,Junior,Mechanical,Relevant,1.104706635773598
15617,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"FREMONT, CA",04/15/2022,10/01/2022,2022,110165.0,Junior,Mechanical,Relevant,1.0491910269771574
15618,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"FREMONT, CA",04/04/2017,06/02/2017,2017,130780.0,Junior,Mechanical,Relevant,1.2455217341922085
15619,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"FREMONT, CA",05/19/2020,10/01/2020,2020,123776.0,Junior,Mechanical,Relevant,1.178816311800794
15620,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",05/21/2020,10/01/2020,2020,123776.0,Junior,Mechanical,Relevant,1.178816311800794
15621,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",07/16/2020,08/10/2020,2020,123776.0,Junior,Mechanical,Relevant,1.178816311800794
15622,TESLA INC,MECHANICAL DESIGN ENGINEER,105000.0,"PALO ALTO, CA",07/17/2020,07/27/2020,2020,123776.0,Junior,Mechanical,Relevant,1.178816311800794
15623,TESLA INC,MECHANICAL DESIGN ENGINEER,105500.0,"PALO ALTO, CA",12/12/2017,12/13/2017,2017,131403.0,Junior,Mechanical,Relevant,1.2455217341922085
15624,TESLA INC,MECHANICAL DESIGN ENGINEER,106500.0,"FREMONT, CA",05/26/2020,10/01/2020,2020,125544.0,Junior,Mechanical,Relevant,1.178816311800794
15625,TESLA INC,MECHANICAL DESIGN ENGINEER,107000.0,"FREMONT, CA",04/20/2021,10/01/2021,2021,118204.0,Junior,Mechanical,Relevant,1.104706635773598
15626,TESLA INC,MECHANICAL DESIGN ENGINEER,108000.0,"FREMONT, CA",04/22/2021,10/01/2021,2021,119308.0,Junior,Mechanical,Relevant,1.104706635773598
15627,TESLA INC,MECHANICAL DESIGN ENGINEER,108308.0,"FREMONT, CA",04/12/2022,10/01/2022,2022,113636.0,Junior,Mechanical,Relevant,1.0491910269771574
15628,TESLA INC,MECHANICAL DESIGN ENGINEER,108400.0,"PALO ALTO, CA",04/07/2022,10/01/2022,2022,113732.0,Junior,Mechanical,Relevant,1.0491910269771574
15629,TESLA INC,MECHANICAL DESIGN ENGINEER,108572.0,"PALO ALTO, CA",04/20/2021,10/01/2021,2021,119940.0,Junior,Mechanical,Relevant,1.104706635773598
15630,TESLA INC,MECHANICAL DESIGN ENGINEER,108885.0,"FREMONT, CA",04/05/2022,10/01/2022,2022,114241.0,Junior,Mechanical,Relevant,1.0491910269771574
15631,TESLA INC,MECHANICAL DESIGN ENGINEER,108900.0,"FREMONT, CA",04/08/2022,10/01/2022,2022,114257.0,Junior,Mechanical,Relevant,1.0491910269771574
15632,TESLA INC,MECHANICAL DESIGN ENGINEER,109890.0,"SPARKS, NV",02/05/2018,07/30/2018,2018,134305.0,Junior,Mechanical,Relevant,1.2221762268491798
15633,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",10/15/2020,10/26/2020,2020,129670.0,Junior,Mechanical,Relevant,1.178816311800794
15634,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"PALO ALTO, CA",08/09/2021,10/01/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15635,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"PALO ALTO, CA",11/21/2022,02/01/2023,2023,110000.0,Junior,Mechanical,Relevant,1.0
15636,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"PALO ALTO, CA",03/13/2017,08/29/2017,2017,137007.0,Junior,Mechanical,Relevant,1.2455217341922085
15637,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/20/2021,10/01/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15638,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"PALO ALTO, CA",04/20/2021,10/01/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15639,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/20/2021,10/01/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15640,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/23/2021,05/10/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15641,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"PALO ALTO, CA",01/11/2021,01/25/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15642,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/26/2023,10/01/2023,2023,110000.0,Junior,Mechanical,Relevant,1.0
15643,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/07/2022,10/01/2022,2022,115411.0,Junior,Mechanical,Relevant,1.0491910269771574
15644,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/08/2022,10/01/2022,2022,115411.0,Junior,Mechanical,Relevant,1.0491910269771574
15645,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/14/2022,10/01/2022,2022,115411.0,Junior,Mechanical,Relevant,1.0491910269771574
15646,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"FREMONT, CA",04/19/2022,10/01/2022,2022,115411.0,Junior,Mechanical,Relevant,1.0491910269771574
15647,TESLA INC,MECHANICAL DESIGN ENGINEER,110000.0,"AUSTIN, TX",06/02/2021,06/09/2021,2021,121518.0,Junior,Mechanical,Relevant,1.104706635773598
15648,TESLA INC,MECHANICAL DESIGN ENGINEER,110093.0,"AUSTIN, TX",04/14/2022,05/24/2022,2022,115509.0,Junior,Mechanical,Relevant,1.0491910269771574
15649,TESLA INC,MECHANICAL DESIGN ENGINEER,110500.0,"PALO ALTO, CA",09/23/2022,01/16/2023,2023,110500.0,Junior,Mechanical,Relevant,1.0
15650,TESLA INC,MECHANICAL DESIGN ENGINEER,110500.0,"FREMONT, CA",04/26/2023,10/01/2023,2023,110500.0,Junior,Mechanical,Relevant,1.0
15651,TESLA INC,MECHANICAL DESIGN ENGINEER,110500.0,"FREMONT, CA",04/06/2022,10/01/2022,2022,115936.0,Junior,Mechanical,Relevant,1.0491910269771574
15652,TESLA INC,MECHANICAL DESIGN ENGINEER,110500.0,"FREMONT, CA",04/28/2022,10/01/2022,2022,115936.0,Junior,Mechanical,Relevant,1.0491910269771574
15653,TESLA INC,MECHANICAL DESIGN ENGINEER,111150.0,"SPARKS, NV",05/09/2023,10/01/2023,2023,111150.0,Junior,Mechanical,Relevant,1.0
15654,TESLA INC,MECHANICAL DESIGN ENGINEER,111731.0,"PALO ALTO, CA",04/12/2022,10/01/2022,2022,117227.0,Junior,Mechanical,Relevant,1.0491910269771574
15655,TESLA INC,MECHANICAL DESIGN ENGINEER,112000.0,"PALO ALTO, CA",04/20/2021,10/01/2021,2021,123727.0,Junior,Mechanical,Relevant,1.104706635773598
15656,TESLA INC,MECHANICAL DESIGN ENGINEER,112000.0,"FREMONT, CA",09/04/2020,10/01/2020,2020,132027.0,Junior,Mechanical,Relevant,1.178816311800794
15657,TESLA INC,MECHANICAL DESIGN ENGINEER,112500.0,"FREMONT, CA",05/01/2023,10/01/2023,2023,112500.0,Junior,Mechanical,Relevant,1.0
15658,TESLA INC,MECHANICAL DESIGN ENGINEER,113600.0,"PALO ALTO, CA",02/05/2018,08/01/2018,2018,138839.0,Junior,Mechanical,Relevant,1.2221762268491798
15659,TESLA INC,MECHANICAL DESIGN ENGINEER,114000.0,"FREMONT, CA",09/02/2020,10/01/2020,2020,134385.0,Junior,Mechanical,Relevant,1.178816311800794
15660,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"PALO ALTO, CA",11/12/2020,11/30/2020,2020,135564.0,Junior,Mechanical,Relevant,1.178816311800794
15661,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"SPARKS, NV",01/04/2022,01/12/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15662,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"PALO ALTO, CA",02/27/2019,08/28/2019,2019,137410.0,Junior,Mechanical,Relevant,1.1948718547401682
15663,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"SPARKS, NV",02/17/2022,02/17/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15664,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"PALO ALTO, CA",04/05/2022,10/01/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15665,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"FREMONT, CA",04/07/2022,10/01/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15666,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"FREMONT, CA",04/18/2022,04/30/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15667,TESLA INC,MECHANICAL DESIGN ENGINEER,115000.0,"SANTA CLARA, CA",04/27/2022,10/01/2022,2022,120657.0,Junior,Mechanical,Relevant,1.0491910269771574
15668,TESLA INC,MECHANICAL DESIGN ENGINEER,115500.0,"PALO ALTO, CA",05/24/2023,10/01/2023,2023,115500.0,Junior,Mechanical,Relevant,1.0
15669,TESLA INC,MECHANICAL DESIGN ENGINEER,116200.0,"FREMONT, CA",04/09/2018,04/09/2018,2018,142017.0,Junior,Mechanical,Relevant,1.2221762268491798
15670,TESLA INC,MECHANICAL DESIGN ENGINEER,116288.0,"FREMONT, CA",04/25/2023,10/01/2023,2023,116288.0,Junior,Mechanical,Relevant,1.0
15671,TESLA INC,MECHANICAL DESIGN ENGINEER,117000.0,"AUSTIN, TX",04/07/2023,04/20/2023,2023,117000.0,Junior,Mechanical,Relevant,1.0
15672,TESLA INC,MECHANICAL DESIGN ENGINEER,117000.0,"AUSTIN, TX",04/11/2023,04/24/2023,2023,117000.0,Junior,Mechanical,Relevant,1.0
15673,TESLA INC,MECHANICAL DESIGN ENGINEER,117000.0,"FREMONT, CA",04/18/2023,10/01/2023,2023,117000.0,Junior,Mechanical,Relevant,1.0
15674,TESLA INC,MECHANICAL DESIGN ENGINEER,117000.0,"FREMONT, CA",05/01/2023,10/01/2023,2023,117000.0,Junior,Mechanical,Relevant,1.0
15675,TESLA INC,MECHANICAL DESIGN ENGINEER,117936.0,"FREMONT, CA",05/01/2023,10/01/2023,2023,117936.0,Junior,Mechanical,Relevant,1.0
15676,TESLA INC,MECHANICAL DESIGN ENGINEER,118000.0,"FREMONT, CA",04/18/2023,10/01/2023,2023,118000.0,Junior,Mechanical,Relevant,1.0
15677,TESLA INC,MECHANICAL DESIGN ENGINEER,119770.0,"FREMONT, CA",04/19/2023,10/01/2023,2023,119770.0,Junior,Mechanical,Relevant,1.0
15678,TESLA INC,MECHANICAL DESIGN ENGINEER,120000.0,"PALO ALTO, CA",04/08/2021,04/22/2021,2021,132565.0,Junior,Mechanical,Relevant,1.104706635773598
15679,TESLA INC,MECHANICAL DESIGN ENGINEER,120000.0,"AUSTIN, TX",05/03/2023,05/16/2023,2023,120000.0,Junior,Mechanical,Relevant,1.0
15680,TESLA INC,MECHANICAL DESIGN ENGINEER,120000.0,"FREMONT, CA",06/15/2021,06/28/2021,2021,132565.0,Junior,Mechanical,Relevant,1.104706635773598
15681,TESLA INC,MECHANICAL DESIGN ENGINEER,120000.0,"PALO ALTO, CA",06/26/2020,07/13/2020,2020,141458.0,Junior,Mechanical,Relevant,1.178816311800794
15682,TESLA INC,MECHANICAL DESIGN ENGINEER,121000.0,"FREMONT, CA",10/31/2022,11/07/2022,2022,126952.0,Junior,Mechanical,Relevant,1.0491910269771574
15683,TESLA INC,MECHANICAL DESIGN ENGINEER,122710.0,"PALO ALTO, CA",05/23/2023,07/02/2023,2023,122710.0,Junior,Mechanical,Relevant,1.0
15684,TESLA INC,MECHANICAL DESIGN ENGINEER,123600.0,"PALO ALTO, CA",05/22/2023,10/01/2023,2023,123600.0,Junior,Mechanical,Relevant,1.0
15685,TESLA INC,MECHANICAL DESIGN ENGINEER,125000.0,"PALO ALTO, CA",04/21/2023,10/01/2023,2023,125000.0,Junior,Mechanical,Relevant,1.0
15686,TESLA INC,MECHANICAL DESIGN ENGINEER,125000.0,"FREMONT, CA",01/24/2022,02/07/2022,2022,131149.0,Junior,Mechanical,Relevant,1.0491910269771574
15687,TESLA INC,MECHANICAL DESIGN ENGINEER,125500.0,"PALO ALTO, CA",05/09/2023,10/01/2023,2023,125500.0,Junior,Mechanical,Relevant,1.0
15688,TESLA INC,MECHANICAL DESIGN ENGINEER,126000.0,"FREMONT, CA",04/25/2023,10/01/2023,2023,126000.0,Junior,Mechanical,Relevant,1.0
15689,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER,129438.0,"PALO ALTO, CA",03/01/2016,08/31/2016,2016,164618.0,Junior,Mechanical,Relevant,1.2717908148049968
15690,TESLA INC,MECHANICAL DESIGN ENGINEER,129570.0,"PALO ALTO, CA",05/31/2023,10/01/2023,2023,129570.0,Junior,Mechanical,Relevant,1.0
15691,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"PALO ALTO, CA",07/18/2022,11/01/2022,2022,136395.0,Junior,Mechanical,Relevant,1.0491910269771574
15692,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",11/23/2022,12/05/2022,2022,136395.0,Junior,Mechanical,Relevant,1.0491910269771574
15693,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",11/28/2022,12/05/2022,2022,136395.0,Junior,Mechanical,Relevant,1.0491910269771574
15694,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"PALO ALTO, CA",11/04/2022,11/14/2022,2022,136395.0,Junior,Mechanical,Relevant,1.0491910269771574
15695,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"PALO ALTO, CA",04/19/2023,10/01/2023,2023,130000.0,Junior,Mechanical,Relevant,1.0
15696,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",01/19/2023,01/30/2023,2023,130000.0,Junior,Mechanical,Relevant,1.0
15697,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",01/15/2020,01/28/2020,2020,153246.0,Junior,Mechanical,Relevant,1.178816311800794
15698,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",02/07/2023,02/13/2023,2023,130000.0,Junior,Mechanical,Relevant,1.0
15699,TESLA INC,MECHANICAL DESIGN ENGINEER,130000.0,"FREMONT, CA",05/26/2022,06/09/2022,2022,136395.0,Junior,Mechanical,Relevant,1.0491910269771574
15700,TESLA INC,MECHANICAL DESIGN ENGINEER,133000.0,"FREMONT, CA",05/08/2023,10/01/2023,2023,133000.0,Junior,Mechanical,Relevant,1.0
15701,TESLA INC,MECHANICAL DESIGN ENGINEER,135000.0,"PALO ALTO, CA",11/16/2022,11/28/2022,2022,141641.0,Junior,Mechanical,Relevant,1.0491910269771574
15702,TESLA INC,MECHANICAL DESIGN ENGINEER,135200.0,"FREMONT, CA",05/11/2022,10/01/2022,2022,141851.0,Junior,Mechanical,Relevant,1.0491910269771574
15703,TESLA INC,MECHANICAL DESIGN ENGINEER,140000.0,"FREMONT, CA",09/20/2022,10/01/2022,2022,146887.0,Junior,Mechanical,Relevant,1.0491910269771574
15704,TESLA INC,MECHANICAL DESIGN ENGINEER,143000.0,"PALO ALTO, CA",04/19/2023,10/01/2023,2023,143000.0,Junior,Mechanical,Relevant,1.0
15705,TESLA INC,MECHANICAL DESIGN ENGINEER,145000.0,"FREMONT, CA",01/20/2023,01/30/2023,2023,145000.0,Junior,Mechanical,Relevant,1.0
15706,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER - CHASSIS,92000.0,"PALO ALTO, CA",03/30/2016,09/27/2016,2016,117005.0,Junior,Vehicle,Relevant,1.2717908148049968
15707,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER - INTERIOR CABIN,130000.0,"PALO ALTO, CA",11/21/2016,01/10/2017,2017,161918.0,Junior,Vehicle,Relevant,1.2455217341922085
15708,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER - PROPULSION,75000.0,"FREMONT, CA",03/22/2015,09/01/2015,2015,97363.0,Junior,Mechanical,Relevant,1.2981756685339816
15709,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER - PROPULSION,80000.0,"PALO ALTO, CA",03/13/2015,09/01/2015,2015,103854.0,Junior,Mechanical,Relevant,1.2981756685339816
15710,TESLA MOTORS INC,MECHANICAL DESIGN ENGINEER -PROPULSION SYSTEMS,85000.0,"PALO ALTO, CA",03/17/2015,09/01/2015,2015,110345.0,Junior,Mechanical,Relevant,1.2981756685339816
15711,TESLA INC,MECHANICAL DESIGN ENGINEER ACTIONS,100000.0,"PALO ALTO,, CA",03/09/2018,09/05/2018,2018,122218.0,Junior,Mechanical,Relevant,1.2221762268491798
15712,TESLA INC,MECHANICAL DESIGN ENGINEER DRIVE SYSTEMS,97000.0,"PALO ALTO, CA",02/14/2018,08/07/2018,2018,118551.0,Junior,Mechanical,Relevant,1.2221762268491798
15713,TESLA INC,MECHANICAL DESIGN ENGINEER HVAC + THERMAL SYSTEMS,95000.0,"FREMONT, CA",02/23/2018,08/18/2018,2018,116107.0,Junior,Safety/Thermal,Relevant,1.2221762268491798
15714,TESLA INC,MECHANICAL DESIGN ENGINEER HVAC + THERMAL SYSTEMS,100485.0,"PALO ALTO, CA",03/05/2018,08/18/2018,2018,122810.0,Junior,Safety/Thermal,Relevant,1.2221762268491798
15715,TESLA INC,MECHANICAL DESIGN ENGINEER STUDIO,108150.0,"HAWTHORNE, CA",08/03/2017,08/05/2017,2017,134703.0,Junior,Mechanical,Relevant,1.2455217341922085
15716,TESLA INC,"MECHANICAL DESIGN ENGINEER, BODY SYSTEMS",96500.0,"PALO ALTO, CA",02/14/2018,08/07/2018,2018,117940.0,Junior,Vehicle,Relevant,1.2221762268491798
15717,TESLA INC,"MECHANICAL DESIGN ENGINEER, CHASSIS ENGINEERING",105735.0,"PALO ALTO, CA",05/16/2017,09/02/2017,2017,131695.0,Junior,Vehicle,Relevant,1.2455217341922085
15718,TESLA INC,"MECHANICAL DESIGN ENGINEER, CHASSIS ENGINEERING",105735.0,"PALO ALTO, CA",05/19/2017,08/07/2017,2017,131695.0,Junior,Vehicle,Relevant,1.2455217341922085
15719,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, CLOSURE SYSTEMS",76274.0,"PALO ALTO, CA",02/29/2016,08/17/2016,2016,97005.0,Junior,Vehicle,Relevant,1.2717908148049968
15720,TESLA INC,"MECHANICAL DESIGN ENGINEER, DRIVE SYSTEMS",94518.0,"PALO ALTO, CA",02/14/2018,08/07/2018,2018,115518.0,Junior,Mechanical,Relevant,1.2221762268491798
15721,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, DYNAMICS",90000.0,"FREMONT, CA",03/17/2015,09/01/2015,2015,116836.0,Junior,Vehicle,Relevant,1.2981756685339816
15722,TESLA INC,"MECHANICAL DESIGN ENGINEER, EXTERIOR SYSTEMS",89710.0,"FREMONT, CA",03/05/2018,08/31/2018,2018,109641.0,Junior,Vehicle,Relevant,1.2221762268491798
15723,TESLA INC,"MECHANICAL DESIGN ENGINEER, EXTERIOR SYSTEMS",91978.0,"FREMONT, CA",02/26/2019,08/15/2019,2019,109902.0,Junior,Vehicle,Relevant,1.1948718547401682
15724,TESLA INC,"MECHANICAL DESIGN ENGINEER, EXTERIOR SYSTEMS",95302.0,"FREMONT, CA",02/14/2018,08/07/2018,2018,116476.0,Junior,Vehicle,Relevant,1.2221762268491798
15725,TESLA INC,"MECHANICAL DESIGN ENGINEER, GIGAFACTORY",90000.0,"SPARKS, NV",04/18/2018,05/07/2018,2018,109996.0,Junior,Mechanical,Relevant,1.2221762268491798
15726,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, HVAC AND THERMAL SYSTEMS",87000.0,"PALO ALTO, CA",03/28/2016,09/22/2016,2016,110646.0,Junior,Safety/Thermal,Relevant,1.2717908148049968
15727,TESLA INC,"MECHANICAL DESIGN ENGINEER, INTERIOR CABIN",92500.0,"FREMONT, CA",02/02/2018,08/02/2018,2018,113051.0,Junior,Vehicle,Relevant,1.2221762268491798
15728,TESLA INC,"MECHANICAL DESIGN ENGINEER, INTERIOR COCKPIT",92500.0,"FREMONT, CA",02/02/2018,08/02/2018,2018,113051.0,Junior,Vehicle,Relevant,1.2221762268491798
15729,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, INTERIORS",93995.0,"PALO ALTO, CA",03/29/2016,09/28/2016,2016,119542.0,Junior,Vehicle,Relevant,1.2717908148049968
15730,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, POWER ELECTRONICS",76274.0,"PALO ALTO, CA",03/02/2016,08/31/2016,2016,97005.0,Junior,Mechanical,Relevant,1.2717908148049968
15731,TESLA INC,"MECHANICAL DESIGN ENGINEER, POWER ELECTRONICS",100000.0,"PALO ALTO, CA",03/14/2017,09/13/2017,2017,124552.0,Junior,Mechanical,Relevant,1.2455217341922085
15732,TESLA INC,"MECHANICAL DESIGN ENGINEER, VEHICLE PACKAGING",100000.0,"FREMONT, CA",03/04/2019,08/30/2019,2019,119487.0,Junior,Vehicle,Vehicle,1.1948718547401682
15733,TESLA MOTORS INC,"MECHANICAL DESIGN ENGINEER, WIRE HARNESS",75000.0,"FREMONT, CA",03/20/2015,09/01/2015,2015,97363.0,Junior,Vehicle,Relevant,1.2981756685339816
15734,TESLA INC,MECHANICAL ENGINEER,93400.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,116332.0,Junior,Mechanical,Relevant,1.2455217341922085
15735,TESLA INC,MECHANICAL ENGINEER,100000.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,124552.0,Junior,Mechanical,Relevant,1.2455217341922085
15736,TESLA INC,MECHANICAL ENGINEER,100000.0,"PALO ALTO, CA",03/07/2017,09/02/2017,2017,124552.0,Junior,Mechanical,Relevant,1.2455217341922085
15737,TESLA INC,MECHANICAL ENGINEER,100000.0,"PALO ALTO, CA",03/05/2018,08/30/2018,2018,122218.0,Junior,Mechanical,Relevant,1.2221762268491798
15738,TESLA INC,MECHANICAL ENGINEER,104000.0,"PALO ALTO, CA",02/27/2019,08/25/2019,2019,124267.0,Junior,Mechanical,Relevant,1.1948718547401682
15739,TESLA INC,MECHANICAL ENGINEER,105000.0,"FREMONT, CA",02/05/2018,07/30/2018,2018,128329.0,Junior,Mechanical,Relevant,1.2221762268491798
15740,TESLA INC,MECHANICAL ENGINEER,124197.0,"FREMONT, CA",11/30/2021,12/12/2021,2021,137201.0,Junior,Mechanical,Relevant,1.104706635773598
15741,TESLA INC,MECHANICAL ENGINEER INTERIOR TRIM,105000.0,"FREMONT, CA",02/03/2018,08/02/2018,2018,128329.0,Junior,Vehicle,Relevant,1.2221762268491798
15742,TESLA INC,"MECHANICAL ENGINEER, EXTERIOR SYSTEMS",105000.0,"FREMONT, CA",02/22/2019,08/17/2019,2019,125462.0,Junior,Vehicle,Relevant,1.1948718547401682
15743,TESLA INC,"MECHANICAL ENGINEER, FACTORY AUTOMATION",96000.0,"FREMONT, CA",06/15/2017,07/17/2017,2017,119570.0,Junior,Software,Relevant,1.2455217341922085
15744,TESLA INC,"MECHANICAL ENGINEER, FACTORY AUTOMATION",96000.0,"FREMONT, CA",06/23/2017,07/17/2017,2017,119570.0,Junior,Software,Relevant,1.2455217341922085
15745,TESLA INC,"MECHANICAL ENGINEER, INTERIOR CABIN",97500.0,"FREMONT, CA",03/05/2019,09/01/2019,2019,116500.0,Junior,Vehicle,Relevant,1.1948718547401682
15746,TESLA INC,"MECHANICAL ENGINEER, INTERIOR CABIN",97500.0,"PALO ALTO, CA",02/13/2019,08/14/2019,2019,116500.0,Junior,Vehicle,Relevant,1.1948718547401682
15747,TESLA INC,MECHANIDAL DESIGN ENGINEER,129570.0,"PALO ALTO, CA",05/09/2023,10/01/2023,2023,129570.0,Junior,General,Relevant,1.0
15748,TESLA INC,MECHNICAL DESIGN ENGINEER,91576.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,114060.0,Junior,General,Relevant,1.2455217341922085
15749,TESLA INC,MECHNICAL DESIGN ENGINEER,93000.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,115834.0,Junior,General,Relevant,1.2455217341922085
15750,TESLA INC,MECHNICAL DESIGN ENGINEER,102500.0,"PALO ALTO, CA",03/06/2017,09/02/2017,2017,127666.0,Junior,General,Relevant,1.2455217341922085
15751,TESLA INC,MEP PROGRAM MANAGER,115000.0,"FREMONT, CA",04/10/2017,05/08/2017,2017,143235.0,Junior,PM,Relevant,1.2455217341922085
15752,TESLA INC,MEP PROGRAM MANAGER,129375.0,"FREMONT, CA",11/07/2019,05/08/2020,2020,152509.0,Junior,PM,Relevant,1.178816311800794
15753,TESLA INC,MGR BIW PRODUCTION LINE MAINTENANCE,142480.0,"FREMONT, CA",03/17/2017,09/05/2017,2017,177462.0,Junior,,Relevant,1.2455217341922085
15754,TESLA MOTORS INC,"MGR ENGINEERING, INTERIOR TRIM",165000.0,"PALO ALTO, CA",06/30/2016,07/18/2016,2016,209845.0,Junior,Vehicle,Relevant,1.2717908148049968
15755,TESLA MOTORS INC,MICROGRID APPLICATION ENGINEER,115000.0,"PALO ALTO, CA",05/19/2016,05/30/2016,2016,146256.0,Junior,Test/QA,Relevant,1.2717908148049968
15756,TESLA INC,MICROGRID CONTROLS ENGINEER,111100.0,"PALO ALTO, CA",08/30/2018,12/07/2018,2018,135784.0,Junior,Electrical,Relevant,1.2221762268491798
15757,TESLA INC,MICROGRID CONTROLS ENGINEER,120000.0,"SAN MATEO, CA",03/23/2017,09/21/2017,2017,149463.0,Junior,Electrical,Relevant,1.2455217341922085
15758,TESLA INC,MICROGRID CONTROLS ENGINEER,121500.0,"PALO ALTO, CA",01/30/2018,07/30/2018,2018,148494.0,Junior,Electrical,Relevant,1.2221762268491798
15759,TESLA INC,MOTOR CONTROLS ENGINEER,109294.0,"PALO ALTO, CA",03/10/2018,09/03/2018,2018,133577.0,Junior,Vehicle,Relevant,1.2221762268491798
15760,TESLA INC,MOTOR CONTROLS ENGINEER,109294.0,"PALO ALTO, CA",03/29/2018,09/03/2018,2018,133577.0,Junior,Vehicle,Relevant,1.2221762268491798
